Date,Open,High,Low,Close,Volume
7-Oct-16,-,-,-,1.55,0
6-Oct-16,-,-,-,1.55,0
5-Oct-16,1.50,1.55,1.45,1.55,23200
4-Oct-16,1.30,1.33,1.30,1.33,2000
30-Sep-16,-,-,-,1.55,0
29-Sep-16,-,-,-,1.55,0
28-Sep-16,-,-,-,1.55,0
27-Sep-16,-,-,-,1.55,0
26-Sep-16,-,-,-,1.55,0
23-Sep-16,-,-,-,1.55,0
22-Sep-16,-,-,-,1.55,0
21-Sep-16,-,-,-,1.55,0
20-Sep-16,-,-,-,1.55,0
19-Sep-16,-,-,-,1.55,0
15-Sep-16,-,-,-,1.55,0
14-Sep-16,-,-,-,1.55,0
13-Sep-16,-,-,-,1.55,0
9-Sep-16,-,-,-,1.55,0
8-Sep-16,-,-,-,1.55,0
7-Sep-16,-,-,-,1.55,0
6-Sep-16,-,-,-,1.55,0
5-Sep-16,-,-,-,1.55,0
2-Sep-16,-,-,-,1.55,0
1-Sep-16,-,-,-,1.55,0
30-Aug-16,-,-,-,1.55,0
29-Aug-16,-,-,-,1.55,0
26-Aug-16,-,-,-,1.55,0
25-Aug-16,-,-,-,1.55,0
24-Aug-16,-,-,-,1.55,0
23-Aug-16,1.55,1.55,1.55,1.55,5000
22-Aug-16,-,-,-,1.60,0
19-Aug-16,-,-,-,1.60,0
18-Aug-16,-,-,-,1.60,0
17-Aug-16,-,-,-,1.60,0
16-Aug-16,-,-,-,1.60,0
15-Aug-16,-,-,-,1.60,0
12-Aug-16,-,-,-,1.60,0
11-Aug-16,-,-,-,1.60,0
10-Aug-16,-,-,-,1.60,0
9-Aug-16,-,-,-,1.60,0
8-Aug-16,-,-,-,1.60,0
5-Aug-16,-,-,-,1.60,0
4-Aug-16,-,-,-,1.60,0
3-Aug-16,-,-,-,1.60,0
2-Aug-16,-,-,-,1.60,0
1-Aug-16,-,-,-,1.60,0
29-Jul-16,-,-,-,1.60,0
28-Jul-16,-,-,-,1.60,0
27-Jul-16,-,-,-,1.60,0
26-Jul-16,-,-,-,1.60,0
25-Jul-16,-,-,-,1.60,0
22-Jul-16,-,-,-,1.60,0
21-Jul-16,-,-,-,1.60,0
20-Jul-16,-,-,-,1.60,0
19-Jul-16,-,-,-,1.60,0
18-Jul-16,-,-,-,1.60,0
15-Jul-16,-,-,-,1.60,0
14-Jul-16,-,-,-,1.60,0
13-Jul-16,-,-,-,1.60,0
12-Jul-16,-,-,-,1.60,0
11-Jul-16,-,-,-,1.60,0
8-Jul-16,-,-,-,1.60,0
5-Jul-16,-,-,-,1.60,0
4-Jul-16,-,-,-,1.60,0
1-Jul-16,-,-,-,1.60,0
30-Jun-16,-,-,-,1.60,0
29-Jun-16,-,-,-,1.60,0
28-Jun-16,-,-,-,1.60,0
27-Jun-16,-,-,-,1.60,0
24-Jun-16,-,-,-,1.60,0
23-Jun-16,-,-,-,1.60,0
21-Jun-16,-,-,-,1.60,0
20-Jun-16,-,-,-,1.60,0
17-Jun-16,-,-,-,1.60,0
16-Jun-16,1.60,1.60,1.60,1.60,1000
15-Jun-16,-,-,-,1.60,0
14-Jun-16,1.60,1.60,1.60,1.60,2000
13-Jun-16,-,-,-,1.60,0
10-Jun-16,1.60,1.60,1.60,1.60,7000
9-Jun-16,1.60,1.60,1.60,1.60,1000
8-Jun-16,-,-,-,1.60,0
7-Jun-16,-,-,-,1.60,0
6-Jun-16,-,-,-,1.60,0
3-Jun-16,-,-,-,1.60,0
2-Jun-16,-,-,-,1.60,0
1-Jun-16,1.60,1.60,1.60,1.60,7000
31-May-16,1.60,1.60,1.60,1.60,3000
30-May-16,1.58,1.58,1.58,1.58,5000
27-May-16,-,-,-,1.60,0
26-May-16,-,-,-,1.60,0
25-May-16,-,-,-,1.60,0
24-May-16,-,-,-,1.60,0
23-May-16,-,-,-,1.60,0
20-May-16,1.60,1.60,1.60,1.60,2000
19-May-16,-,-,-,1.65,0
18-May-16,-,-,-,1.65,0
17-May-16,-,-,-,1.65,0
16-May-16,-,-,-,1.65,0
