Date,Open,High,Low,Close,Volume
7-Oct-16,-,-,-,0.00,0
6-Oct-16,-,-,-,0.00,0
5-Oct-16,-,-,-,0.00,0
4-Oct-16,-,-,-,0.00,0
30-Sep-16,-,-,-,0.00,0
29-Sep-16,-,-,-,0.00,0
28-Sep-16,-,-,-,0.00,0
27-Sep-16,-,-,-,0.00,0
26-Sep-16,-,-,-,0.00,0
23-Sep-16,-,-,-,0.00,0
22-Sep-16,-,-,-,0.00,0
21-Sep-16,-,-,-,0.00,0
20-Sep-16,-,-,-,0.00,0
19-Sep-16,-,-,-,0.00,0
15-Sep-16,-,-,-,0.00,0
14-Sep-16,-,-,-,0.00,0
13-Sep-16,-,-,-,0.00,0
9-Sep-16,-,-,-,0.00,0
8-Sep-16,-,-,-,0.00,0
7-Sep-16,-,-,-,0.00,0
6-Sep-16,-,-,-,0.00,0
5-Sep-16,-,-,-,0.00,0
2-Sep-16,-,-,-,0.00,0
1-Sep-16,-,-,-,0.00,0
30-Aug-16,-,-,-,0.00,0
29-Aug-16,-,-,-,0.00,0
26-Aug-16,-,-,-,0.00,0
25-Aug-16,-,-,-,0.00,0
24-Aug-16,-,-,-,0.00,0
23-Aug-16,-,-,-,0.00,0
22-Aug-16,-,-,-,0.00,0
19-Aug-16,-,-,-,0.00,0
18-Aug-16,-,-,-,0.00,0
17-Aug-16,-,-,-,0.00,0
16-Aug-16,-,-,-,0.00,0
15-Aug-16,-,-,-,0.00,0
12-Aug-16,-,-,-,0.00,0
11-Aug-16,-,-,-,0.00,0
10-Aug-16,-,-,-,0.00,0
9-Aug-16,-,-,-,0.00,0
8-Aug-16,-,-,-,0.00,0
5-Aug-16,-,-,-,0.00,0
4-Aug-16,-,-,-,0.00,0
3-Aug-16,-,-,-,0.00,0
2-Aug-16,-,-,-,0.00,0
1-Aug-16,-,-,-,0.00,0
29-Jul-16,-,-,-,0.00,0
28-Jul-16,-,-,-,0.00,0
27-Jul-16,-,-,-,0.00,0
26-Jul-16,-,-,-,0.00,0
25-Jul-16,-,-,-,0.00,0
22-Jul-16,-,-,-,0.00,0
21-Jul-16,-,-,-,0.00,0
20-Jul-16,-,-,-,0.00,0
19-Jul-16,-,-,-,0.00,0
18-Jul-16,-,-,-,0.00,0
15-Jul-16,-,-,-,0.00,0
14-Jul-16,-,-,-,0.00,0
13-Jul-16,-,-,-,0.00,0
12-Jul-16,-,-,-,0.00,0
11-Jul-16,-,-,-,0.00,0
8-Jul-16,-,-,-,0.00,0
5-Jul-16,-,-,-,0.00,0
4-Jul-16,-,-,-,0.00,0
1-Jul-16,-,-,-,0.00,0
30-Jun-16,-,-,-,0.00,0
29-Jun-16,-,-,-,0.00,0
28-Jun-16,-,-,-,0.00,0
27-Jun-16,-,-,-,0.00,0
24-Jun-16,-,-,-,0.00,0
23-Jun-16,-,-,-,0.00,0
21-Jun-16,-,-,-,0.00,0
20-Jun-16,-,-,-,0.00,0
17-Jun-16,-,-,-,0.00,0
16-Jun-16,-,-,-,0.00,0
15-Jun-16,-,-,-,0.00,0
14-Jun-16,-,-,-,0.00,0
13-Jun-16,-,-,-,0.00,0
10-Jun-16,-,-,-,0.00,0
9-Jun-16,-,-,-,0.00,0
8-Jun-16,-,-,-,0.00,0
7-Jun-16,-,-,-,0.00,0
6-Jun-16,-,-,-,0.00,0
3-Jun-16,-,-,-,0.00,0
2-Jun-16,-,-,-,0.00,0
1-Jun-16,-,-,-,0.00,0
31-May-16,-,-,-,0.00,0
30-May-16,-,-,-,0.00,0
27-May-16,-,-,-,0.00,0
26-May-16,-,-,-,0.00,0
25-May-16,-,-,-,0.00,0
24-May-16,-,-,-,0.00,0
23-May-16,-,-,-,0.00,0
20-May-16,-,-,-,0.00,0
19-May-16,-,-,-,0.00,0
18-May-16,-,-,-,0.00,0
17-May-16,-,-,-,0.00,0
16-May-16,-,-,-,0.00,0
13-May-16,-,-,-,0.00,0
12-May-16,-,-,-,0.00,0
11-May-16,-,-,-,0.00,0
10-May-16,-,-,-,0.00,0
9-May-16,-,-,-,0.00,0
6-May-16,-,-,-,0.00,0
5-May-16,-,-,-,0.00,0
4-May-16,-,-,-,0.00,0
3-May-16,-,-,-,0.00,0
29-Apr-16,-,-,-,0.00,0
28-Apr-16,-,-,-,0.00,0
27-Apr-16,-,-,-,0.00,0
26-Apr-16,-,-,-,0.00,0
25-Apr-16,-,-,-,0.00,0
22-Apr-16,-,-,-,0.00,0
21-Apr-16,-,-,-,0.00,0
20-Apr-16,-,-,-,0.00,0
19-Apr-16,-,-,-,0.00,0
18-Apr-16,-,-,-,0.00,0
15-Apr-16,-,-,-,0.00,0
14-Apr-16,-,-,-,0.00,0
13-Apr-16,-,-,-,0.00,0
12-Apr-16,-,-,-,0.00,0
11-Apr-16,-,-,-,0.00,0
8-Apr-16,-,-,-,0.00,0
7-Apr-16,-,-,-,0.00,0
6-Apr-16,-,-,-,0.00,0
5-Apr-16,-,-,-,0.00,0
4-Apr-16,-,-,-,0.00,0
1-Apr-16,-,-,-,0.00,0
31-Mar-16,-,-,-,0.00,0
30-Mar-16,-,-,-,0.00,0
29-Mar-16,-,-,-,0.00,0
28-Mar-16,-,-,-,0.00,0
25-Mar-16,-,-,-,0.00,0
24-Mar-16,-,-,-,0.00,0
23-Mar-16,-,-,-,0.00,0
22-Mar-16,-,-,-,0.00,0
21-Mar-16,-,-,-,0.00,0
18-Mar-16,-,-,-,0.00,0
17-Mar-16,-,-,-,0.00,0
16-Mar-16,-,-,-,0.00,0
15-Mar-16,-,-,-,0.00,0
14-Mar-16,-,-,-,0.00,0
11-Mar-16,-,-,-,0.00,0
10-Mar-16,-,-,-,0.00,0
9-Mar-16,-,-,-,0.00,0
8-Mar-16,-,-,-,0.00,0
7-Mar-16,-,-,-,0.00,0
4-Mar-16,-,-,-,0.00,0
3-Mar-16,-,-,-,0.00,0
2-Mar-16,-,-,-,0.00,0
1-Mar-16,-,-,-,0.00,0
29-Feb-16,-,-,-,0.00,0
26-Feb-16,-,-,-,0.00,0
25-Feb-16,-,-,-,0.00,0
24-Feb-16,-,-,-,0.00,0
23-Feb-16,-,-,-,0.00,0
22-Feb-16,-,-,-,0.00,0
19-Feb-16,-,-,-,0.00,0
18-Feb-16,-,-,-,0.00,0
17-Feb-16,-,-,-,0.00,0
16-Feb-16,-,-,-,0.00,0
15-Feb-16,-,-,-,0.00,0
12-Feb-16,-,-,-,0.00,0
11-Feb-16,-,-,-,0.00,0
10-Feb-16,-,-,-,0.00,0
5-Feb-16,-,-,-,0.00,0
4-Feb-16,-,-,-,0.00,0
3-Feb-16,-,-,-,0.00,0
2-Feb-16,-,-,-,0.00,0
29-Jan-16,-,-,-,0.00,0
28-Jan-16,-,-,-,0.00,0
27-Jan-16,0.01,0.02,0.00,0.00,4764600
26-Jan-16,0.02,0.02,0.01,0.01,7921100
22-Jan-16,0.02,0.04,0.00,0.02,27681600
21-Jan-16,0.02,0.04,0.02,0.03,6143300
20-Jan-16,0.03,0.03,0.01,0.02,18853800
19-Jan-16,0.04,0.04,0.04,0.04,245000
18-Jan-16,0.04,0.04,0.04,0.04,2691600
15-Jan-16,0.05,0.05,0.05,0.05,380000
